PubChemCID,M_Na_pred,Monoiso_Mass
62341,0.8387325481159656,164.08373
6641,0.4237688604138521,270.16198
7597,0.5057850156226549,214.062994
226965,0.27268199417505307,242.13068
7590,0.7665362278629024,164.08373
7719,0.11168220417548337,129.15175
89309,0.7682592718811155,312.302831
103005,0.6828423023892162,236.214016
7530,0.41167416331142337,122.073165
30233,0.7800785411678669,146.094294
2366,0.2646397514414456,136.100048
68313,0.06261211713468673,165.115364
1066,0.22500237377771978,167.021858
12769,0.1383548359209028,136.088815
11565,0.24383948869519378,107.073499
31374,0.5524905452347826,87.068414
70828,0.29420894429109157,222.16198
17563,0.6362405588052532,179.094629
1732,0.1555782695513879,142.018543
7423,0.2991684412048514,138.042927
61099,0.7374275434941049,118.09938
8181,0.7429605302040047,270.25588
7476,0.5188396546280236,150.06808
87385,0.46920447552074057,127.099714
84764,0.8044321278807228,142.062994
8033,0.4632851712219683,146.13068
81116,0.29054940260059436,158.084398
17016,0.16857631629523429,136.088815
77547,0.7194737378713757,182.057909
15381,0.1436097074122733,127.099714
76382,0.7295594687745951,144.11503
709,0.6301406286601517,194.057909
3651,0.05060012994478924,151.099714
127,0.2928131726858404,152.047344
13165,0.8428569500909454,116.047344
7563,0.1350167798846833,184.088815
11251,0.37228310992593444,86.073165
7635,0.7897137881100734,172.14633
8575,0.8038899732500794,222.089209
266405,0.3862506673154877,191.131014
275609,0.828656209043037,150.044757
101604,0.8122883633123786,208.14633
2345,0.6730292872326281,212.08373
10407,0.35021490251358933,204.187801
30487,0.24292230009632465,191.131014
2214,0.47785208676956625,166.062994
134396,0.21580286214287492,167.094629
62412,0.3680115523385895,99.068414
16925,0.2626735090474033,158.084398
7670,0.15013379427918297,121.089149
11972,0.4258868865826128,151.063329
76596,0.25224435328008676,208.109944
80020,0.5780324280628839,130.110613
5147,0.21584778322779438,137.047678
66912,0.663515790554647,198.089209
7444,0.3642747075199366,152.058578
150901,0.22469319606329496,314.22458
78879,0.7923071276239472,128.08373
5897,0.5388453789713052,223.099714
7837,0.8602159703314204,142.062994
256208,0.3555765848154224,137.047678
12524,0.6508023332796391,86.036779
85851,0.5381556111499308,195.089543
89432,0.29772695800384863,204.187801
77628,0.15982549423356707,144.162649
264222,0.7563814924642659,165.078979
7497,0.287860341295167,117.115364
7298,0.5709576247163267,86.073165
348094,0.21584778322779438,171.008706
70095,0.6515240211616719,314.24571
31264,0.6388971881421771,132.078644
7269,0.2395825529914428,134.10955
7459,0.2854826393961405,140.156501
16640,0.7021105586751241,164.08373
4754,0.7951940599037559,179.094629
8821,0.8650044962009894,100.052429
29096,0.40376085834568864,156.151415
66770,0.17604742401079898,141.034527
31278,0.8054848950656127,340.334131
85891,0.8622572810876982,125.047678
10853,0.3965248817746467,150.079313
836,0.06979482292542559,197.068808
165870,0.19815286175956992,214.062994
6987,0.293357315416353,152.120115
232036,0.7718539800678496,192.11503
7253,0.23026745751376654,124.052429
18273,0.2389747841000871,120.0939
356,0.36697694707647327,114.140851
7043,0.5368426365871265,138.06808
7247,0.2717949832725163,120.0939
8042,0.8469270508611786,270.25588
66793,0.3687864367875975,168.053492
15349,0.7872925383996279,178.062994
7798,0.7032043030531373,158.094294
9238,0.2178368585060686,136.125201
98053,0.7832735394707343,117.078979
170460,0.7722314674658582,155.069477
7243,0.14627548849597927,108.068748
7381,0.28390133696111586,166.09938
6754,0.09244581001665997,173.084064
17818,0.09457199569975627,123.068414
6861,0.2505943305114833,185.084064
7248,0.18937060346101453,121.089149
66159,0.5869191031513655,242.094294
90865,0.06190085658682265,114.115698
34763,0.8487101820300795,226.19328
92013,0.5738713200324927,206.167065
14305,0.1456089984453025,148.088815
